ID,Sex,Age,New customer index,Customer seniority,Primary customer,Customer type,Customer relation,Activity index,Income
1248466,2,23,2,35,1,1,1,1,122855
1248468,1,23,2,35,1,1,2,2,89362
1248469,1,23,2,35,1,1,2,2,2
1248472,1,23,2,35,1,1,2,2,121891
1248471,1,22,2,35,1,1,1,1,145161
1248473,2,23,2,35,1,1,2,2,62921
1248474,2,24,2,35,1,1,2,2,154918
1248475,1,23,2,35,1,1,1,1,59264
1248476,1,23,2,35,1,1,1,1,165722
1248477,1,22,2,35,1,1,2,2,91264
1248479,2,25,2,35,1,1,2,2,76218
1248482,2,22,2,35,1,1,2,1,123919
1248483,2,23,2,35,1,1,2,2,71628
1248525,1,23,2,35,1,1,1,1,146772
1248527,1,23,2,35,1,1,2,2,56793
1248528,2,27,2,35,1,1,2,2,99226
1248536,1,23,2,22,1,1,2,2,83246
1248537,1,26,2,35,1,1,2,2,49839
1248538,2,24,2,35,1,1,1,1,55814
1248539,1,42,2,35,1,1,2,1,2
1248542,1,23,2,35,1,1,2,2,65512
1248541,1,25,2,35,1,1,2,2,36836
1248542,2,24,2,35,1,1,1,1,32773
1248543,2,22,2,35,1,1,1,1,32554
1248545,2,27,2,35,1,1,2,2,112126
1248546,2,28,2,35,1,1,2,2,2
1248547,1,25,2,35,1,1,2,2,87839
1248549,1,22,2,35,1,1,1,1,66347
1248551,1,23,2,35,1,1,2,2,2
1248552,2,23,2,35,1,1,2,2,54629
1248553,1,23,2,35,1,1,1,1,212442
1248535,2,26,2,35,1,1,2,2,55958
1248534,2,23,2,35,1,1,2,2,62222
1248533,1,23,2,35,1,1,2,2,72728
1248532,1,23,2,35,1,1,2,2,43231
1248529,2,32,2,35,1,1,2,2,2
1248512,1,23,2,35,1,1,2,2,62246
1248511,1,22,2,35,1,1,2,1,165497
1248513,1,27,2,35,1,1,2,2,82261
1248514,2,23,2,35,1,1,1,1,48538
1248516,1,39,2,35,1,1,1,1,147316
1248517,1,26,2,35,1,1,2,2,2
1248651,1,23,2,35,1,1,2,2,79346
1248518,1,23,2,35,1,1,2,2,113782
1248522,2,23,2,35,1,1,1,1,144217
1248522,1,25,2,35,1,1,2,2,54482
1248523,2,22,2,35,1,1,2,2,136372
1248525,1,23,2,35,1,1,2,2,35286
1248528,1,23,2,35,1,1,2,2,112974
1248529,2,22,2,35,1,1,2,2,169937
1248531,1,25,2,35,1,1,2,2,55529
1248519,1,25,2,35,1,1,1,1,46297
1249248,1,27,2,35,1,1,1,1,85253
1248652,1,23,2,35,1,1,2,2,73652
1248655,2,29,2,35,1,1,2,2,111263
1248772,1,22,2,35,1,1,2,1,2
1248774,2,23,2,35,1,1,1,1,62816
1248775,1,26,2,35,1,1,2,2,75252
1248777,2,23,2,35,1,1,1,1,125242
1248778,1,23,2,35,1,1,2,2,61666
1248779,2,23,2,35,1,1,2,2,44492
1248782,1,23,2,35,1,1,1,1,136727
1248783,2,34,2,35,1,1,1,1,32652
1248784,2,24,2,35,1,1,2,2,122729
1248785,2,46,2,35,1,1,2,2,2
1248786,2,57,2,35,1,1,1,2,99829
1248787,1,23,2,35,1,1,1,1,52426
1248788,1,23,2,35,1,1,2,2,121462
1248792,2,52,2,35,1,1,2,1,46518
1248791,2,25,2,35,1,1,2,2,175288
1248771,1,32,2,35,1,1,2,2,61985
1248792,2,31,2,35,1,1,2,1,66667
1248769,1,41,2,35,1,1,2,1,31921
1248767,2,29,2,35,1,1,1,1,63299
1248752,1,23,2,35,1,1,2,2,67582
1248751,1,23,2,35,1,1,2,2,2
1248752,2,62,2,35,1,1,1,1,75134
1248753,1,25,2,35,1,1,2,2,54998
1248754,2,25,2,35,1,1,1,1,243691
1248755,2,26,2,35,1,1,1,1,168234
1248756,1,26,2,35,1,1,2,2,33379
1248757,2,37,2,35,1,1,2,2,2
1248758,1,25,2,35,1,1,2,2,58496
1248759,2,31,2,35,1,1,1,1,93974
1248762,1,22,2,35,1,1,2,2,53276
1248762,2,23,2,35,1,1,2,2,126764
1248763,1,23,2,35,1,1,2,2,62985
1248764,2,22,2,35,1,1,2,1,82225
1248766,2,23,2,35,1,1,2,2,176833
1248768,1,23,2,35,1,1,2,2,82415
1248749,1,23,2,35,1,1,1,1,127654
1248793,1,23,2,35,1,1,2,2,61223
1248795,1,23,2,35,1,1,1,1,2
1248818,2,23,2,35,1,1,1,1,83692
1248819,1,23,2,35,1,1,2,2,2
1248822,1,23,2,35,1,1,1,1,53721
1248821,2,26,2,35,1,1,2,2,2
1248822,1,25,2,35,1,1,2,2,55658
1248823,2,17,2,35,1,1,1,1,79297
1248824,2,24,2,35,1,1,2,2,2
1248825,1,24,2,35,1,1,2,1,82171
1248827,2,23,2,35,1,1,2,2,124953
1248828,1,28,2,35,1,1,2,2,182598
1248829,2,23,2,35,1,1,2,2,2
1248832,1,23,2,35,1,1,2,1,152529
1248831,1,26,2,35,1,1,2,2,63883
1248832,1,23,2,35,1,1,2,2,2
1248833,2,24,2,35,1,1,2,2,2
1248817,1,23,2,35,1,1,2,2,352914
1248794,2,52,2,35,1,1,1,1,66858
1248816,1,23,2,35,1,1,2,2,2
1248813,2,28,2,35,1,1,2,2,255911
1248796,2,23,2,35,1,1,1,1,194436
1248797,2,27,2,35,1,1,1,1,46946
1248798,1,26,2,35,1,1,2,2,28872
1248799,2,24,2,35,1,1,1,1,83742
1248822,2,23,2,35,1,1,2,2,25822
1248821,1,23,2,35,1,1,2,2,838153
1248822,2,22,2,35,1,1,2,2,131652
1248823,2,26,2,35,1,1,2,2,5649552
1248826,2,23,2,35,1,1,2,2,2
1248827,1,23,2,35,1,1,2,2,71239
1248828,1,23,2,35,1,1,2,2,282998
1248829,2,23,2,35,1,1,2,2,138667
1248812,1,32,2,35,1,1,2,2,88931
1248811,2,25,2,35,1,1,2,1,62362
1248812,2,23,2,35,1,1,2,2,112626
1248814,2,32,2,35,1,1,2,2,2
1248746,1,27,2,35,1,1,1,1,2
1248745,1,23,2,35,1,1,2,2,72142
1248744,2,41,2,35,1,1,2,2,82786
1248679,1,23,2,35,1,1,1,1,2
1248682,1,23,2,35,1,1,1,1,42525
1248681,1,23,2,35,1,1,2,2,69263
1248682,2,25,2,35,1,1,1,1,72887
1248683,2,23,2,35,1,1,1,1,72647
1248684,2,27,2,35,1,1,2,2,114722
1248685,1,26,2,35,1,1,1,1,57872
1248686,2,29,2,35,1,1,2,2,2
1248687,1,23,2,35,1,1,1,1,71872
1248688,1,23,2,35,1,1,2,1,155656
1248689,1,22,2,35,1,1,2,2,2
1248691,1,24,2,35,1,1,2,2,134322
1248692,2,23,2,35,1,1,2,2,81469
1248693,1,25,2,35,1,1,2,2,72249
1248694,2,23,2,35,1,1,2,2,354845
1248678,1,24,2,35,1,1,1,1,257321
1248695,1,27,2,35,1,1,2,2,65989
1248677,1,23,2,35,1,1,2,2,122298
1248675,1,23,2,35,1,1,1,1,52942
1248656,1,27,2,35,1,1,2,2,2
1248657,2,23,2,35,1,1,2,1,2
1248658,1,26,2,35,1,1,2,2,2
1248659,1,32,2,35,1,1,2,2,31284
1248662,2,2,2,2,2,2,2,2,2
1248661,1,23,2,35,1,1,2,2,2
1248662,2,24,2,35,1,1,1,1,2
1248663,1,23,2,35,1,1,2,2,129447
1248664,2,24,2,35,1,1,2,2,114725
1248666,1,33,2,35,1,1,2,1,58556
1248669,1,22,2,35,1,1,2,2,2
1248671,2,31,2,35,1,1,2,2,2
1248672,2,22,2,35,1,1,2,2,133242
1248673,1,26,2,35,1,1,2,2,2
1248674,1,25,2,35,1,1,2,1,44694
1248676,2,23,2,35,1,1,1,1,268186
1248696,1,23,2,35,1,1,2,2,32717
1248697,1,23,2,35,1,1,1,1,175461
1248698,1,46,2,35,1,1,2,2,2
1248725,1,25,2,35,1,1,2,1,92189
1248726,2,23,2,35,1,1,1,1,112922
1248727,2,29,2,35,1,1,2,2,2
1248728,1,23,2,35,1,1,1,1,2
1248729,1,32,2,35,1,1,2,2,2
1248732,2,27,2,35,1,1,1,1,179735
1248732,2,25,2,35,1,1,2,1,75436
1248733,2,25,2,35,1,1,2,2,35724
1248734,2,24,2,35,1,1,2,2,46598
1248735,2,23,2,35,1,1,2,2,126648
1248736,1,28,2,35,1,1,2,1,42146
1248737,1,25,2,35,1,1,2,2,92684
1248742,2,23,2,35,1,1,2,2,2
1248741,2,23,2,35,1,1,2,2,62687
1248743,2,38,2,35,1,1,2,2,2
1248724,1,24,2,35,1,1,1,1,43528
1248723,2,24,2,35,1,1,1,1,97469
1248722,2,23,2,35,1,1,2,2,84275
1248721,1,23,2,35,1,1,1,1,42916
1248699,1,22,2,35,1,1,2,2,32964
1248721,1,23,2,35,1,1,1,1,89942
1248723,1,25,2,35,1,1,2,2,124135
1248724,2,24,2,35,1,1,2,2,174278
1248725,2,25,2,35,1,1,2,2,122558
1248729,2,32,2,35,1,1,2,2,42346
1248712,2,44,2,35,1,1,2,2,56622
1248653,2,22,2,35,1,1,2,2,182422
1248711,2,24,2,35,1,1,1,1,337798
1248713,1,23,2,35,1,1,2,2,2
1248714,1,24,2,35,1,1,2,2,42727
1248715,2,26,2,35,1,1,2,2,2
1248716,1,23,2,35,1,1,2,1,52157
1248717,2,26,2,35,1,1,2,2,76813
1248719,2,23,2,35,1,1,2,1,122697
1248722,1,29,2,35,1,1,2,2,64519
1248712,1,23,2,35,1,1,2,2,38265
1252418,2,23,2,35,1,1,2,2,21779
1249249,1,22,2,35,1,1,2,2,77181
1249253,2,23,2,35,1,1,2,2,72691
1249778,2,37,2,35,1,1,2,2,73825
1249779,1,23,2,35,1,1,2,2,72412
1249782,1,22,2,35,1,1,1,1,37129
1249782,2,68,2,35,1,1,2,1,127635
1249783,1,22,2,35,1,1,1,1,2
1249785,1,24,2,35,1,1,1,1,36339
1249786,2,22,2,35,1,1,2,2,214253
1249789,2,23,2,35,1,1,2,2,114616
1249792,1,22,2,35,1,1,2,2,2
1249795,1,24,2,35,1,1,1,1,64932
1249796,1,28,2,35,1,1,2,2,42468
1249798,1,27,2,35,1,1,2,2,337244
1249799,2,28,2,35,1,1,2,2,34985
1249822,2,23,2,35,1,1,1,1,2
1249821,2,23,2,35,1,1,2,2,2
1249776,1,23,2,35,1,1,2,2,55792
1249822,2,22,2,35,1,1,2,2,92426
1249775,2,2,2,2,2,2,2,2,2
1249773,1,24,2,35,1,1,2,2,2
1249752,1,23,2,35,1,1,2,2,89758
1249753,2,29,2,35,1,1,2,2,52562
1249754,1,32,2,35,1,1,1,1,127635
1249756,1,23,2,35,1,1,2,2,93241
1249757,1,23,2,35,1,1,2,2,2
1249758,1,22,2,35,1,1,1,1,37442
1249762,2,23,2,35,1,1,1,1,116576
1249761,1,24,2,35,1,1,1,1,184288
1249762,1,55,2,35,1,1,2,2,97272
1249763,1,32,2,35,1,1,2,2,35378
1249765,2,25,2,35,1,1,2,2,111259
1249768,1,23,2,35,1,1,1,2,76545
1249769,1,24,2,35,1,1,1,1,2
1249772,2,23,2,35,1,1,2,2,131225
1249771,1,22,2,35,1,1,2,2,112792
1249774,2,2,2,2,2,2,2,2,2
1249751,1,23,2,35,1,1,2,2,48878
1249825,2,22,2,35,1,1,2,2,59769
1249828,2,22,2,35,1,1,1,1,56226
1249841,2,23,2,35,1,1,2,2,155142
1249843,2,25,2,35,1,1,2,2,38799
1249844,1,27,2,35,1,1,2,2,63936
1249845,2,29,2,35,1,1,2,2,155367
1249846,2,32,2,35,1,1,1,1,76247
1249847,2,23,2,35,1,1,1,1,41191
1249848,1,23,2,35,1,1,2,2,114239
1249852,2,23,2,35,1,1,1,1,124222
1249852,1,22,2,35,1,1,1,1,2
1249854,1,26,2,35,1,1,1,1,89364
1249855,1,27,2,35,1,1,2,2,184251
1249856,2,22,2,35,1,1,1,1,125469
1249858,1,28,2,35,1,1,2,2,59871
1249859,2,22,2,35,1,1,2,2,163249
1249862,1,23,2,35,1,1,2,2,2
1249838,2,2,2,2,2,2,2,2,2
1249827,1,23,2,35,1,1,2,2,44224
1249836,1,24,2,35,1,1,2,2,125888
1249832,1,22,2,35,1,1,1,1,57281
1249812,1,82,2,35,1,1,2,2,137752
1249811,2,22,2,35,1,1,2,2,59122
1249812,1,26,2,35,1,1,2,2,337244
1249813,1,23,2,35,1,1,1,1,91741
1249814,2,29,2,35,1,1,2,2,125368
1249815,2,23,2,35,1,1,1,1,197211
1249816,1,24,2,35,1,1,2,2,52729
1249817,2,22,2,35,1,1,1,2,2
1249819,2,26,2,35,1,1,2,2,125386
1249822,1,22,2,35,1,1,2,2,2
1249823,1,22,2,35,1,1,1,1,91873
1249825,1,58,2,35,1,1,2,2,125386
1249826,2,23,2,35,1,1,2,2,82182
1249832,2,26,2,35,1,1,2,2,2
1249831,1,66,2,35,1,1,1,1,127635
1249835,1,24,2,35,1,1,2,2,127516
1249862,2,23,2,35,1,1,2,2,92615
1249752,1,24,2,35,1,1,1,1,96828
1249748,2,26,2,35,1,1,2,1,69159
1249683,1,25,2,35,1,1,2,1,87622
1249685,1,23,2,35,1,1,2,2,59228
1249686,2,23,2,35,1,1,2,2,2
1249687,2,29,2,35,1,1,2,2,75921
1249688,1,22,2,35,1,1,2,2,2
1249692,1,23,2,35,1,1,2,1,169227
1249691,1,23,2,35,1,1,1,1,92543
1249692,1,23,2,35,1,1,1,1,222225
1249693,1,95,2,35,1,1,2,2,412662
1249696,1,23,2,35,1,1,2,2,122697
1249697,2,27,2,35,1,1,2,2,98222
1249698,1,27,2,35,1,1,2,2,2
1249699,1,25,2,35,1,1,1,1,2
1249722,2,2,2,2,2,2,2,2,2
1249721,2,23,2,35,1,1,2,2,46172
1249682,2,96,2,35,1,1,2,2,337678
1249722,2,23,2,35,1,1,1,1,72228
1249681,1,23,2,35,1,1,1,1,61391
1249678,2,27,2,35,1,1,2,2,111389
1249662,2,29,2,35,1,1,1,1,333827
1249662,2,27,2,35,1,1,2,2,2
1249664,1,23,2,35,1,1,1,1,328291
1249666,1,24,2,35,1,1,2,2,168829
1249667,2,25,2,35,1,1,2,2,87786
1249668,2,25,2,35,1,1,2,2,374735
1249669,1,23,2,35,1,1,1,2,98946
1249672,1,23,2,35,1,1,1,1,223488
1249671,2,23,2,35,1,1,2,1,267187
1249672,2,27,2,35,1,1,2,2,39217
1249673,1,23,2,35,1,1,1,1,96591
1249674,1,24,2,35,1,1,2,2,115357
1249675,1,23,2,35,1,1,2,1,122427
1249676,1,23,2,35,1,1,1,1,2
1249677,2,23,2,35,1,1,2,2,25945
1249679,1,23,2,35,1,1,2,2,121834
1249749,2,26,2,35,1,1,1,1,35274
1249723,2,23,2,35,1,1,1,1,227194
1249725,1,23,2,35,1,1,2,2,157546
1249731,2,23,2,35,1,1,2,2,199257
1249732,1,24,2,35,1,1,2,2,55571
1249733,1,23,2,35,1,1,1,1,297967
1249734,1,25,2,35,1,1,2,2,2
1249735,1,22,2,35,1,1,1,1,144188
1249737,1,23,2,35,1,1,1,1,74989
1249738,2,26,2,35,1,1,2,2,2
1249739,1,28,2,35,1,1,2,2,149227
1249741,1,23,2,35,1,1,2,1,142732
1249742,1,23,2,35,1,1,2,2,82983
1249743,2,25,2,35,1,1,2,2,36688
1249744,2,23,2,35,1,1,1,1,74282
1249745,2,27,2,35,1,1,2,2,2
1249746,1,23,2,35,1,1,2,2,2
1249747,1,23,2,35,1,1,2,2,68253
1249732,1,31,2,35,1,1,2,2,65286
1249724,1,27,2,35,1,1,2,2,41519
1249728,2,22,2,35,1,1,1,1,53673
1249726,1,29,2,35,1,1,2,2,62939
1249726,1,23,2,35,1,1,2,2,183712
1249727,1,25,2,35,1,1,1,1,157552
1249728,2,23,2,35,1,1,1,1,51737
1249729,2,23,2,35,1,1,2,2,312586
1249712,1,23,2,35,1,1,2,2,16762
1249711,2,27,2,35,1,1,2,2,62939
1249712,1,22,2,35,1,1,1,1,63683
1249714,1,22,2,35,1,1,1,1,128387
1249716,2,23,2,35,1,1,2,2,54332
1249717,2,23,2,35,1,1,2,1,2
1249718,1,28,2,35,1,1,2,2,35652
1249719,1,24,2,35,1,1,2,2,85211
1249722,1,23,2,35,1,1,1,1,2
1249721,2,26,2,35,1,1,2,2,28129
1249722,2,22,2,35,1,1,2,2,2
1249727,1,24,2,35,1,1,1,1,132662
1249863,1,27,2,35,1,1,2,2,64932
1249865,1,31,2,35,1,1,2,2,182865
1249866,2,23,2,35,1,1,1,1,43496
1252212,1,25,2,35,1,1,1,1,236121
1252214,1,27,2,35,1,1,2,2,65559
1252215,1,23,2,35,1,1,2,2,77323
1252218,2,34,2,35,1,1,2,2,91522
1252219,2,25,2,35,1,1,2,1,141877
1252222,1,23,2,35,1,1,2,2,45238
1252222,2,25,2,35,1,1,2,1,44299
1252223,1,24,2,35,1,1,2,2,25721
1252224,2,32,2,35,1,1,2,2,2
1252225,2,31,2,35,1,1,2,2,39746
1252226,2,23,2,35,1,1,2,2,51292
1252227,2,25,2,35,1,1,2,2,2
1252228,2,24,2,9,1,1,2,2,88199
1252229,2,22,2,35,1,1,2,2,646212
1252231,1,24,2,35,1,1,2,2,51211
1252211,2,33,2,35,1,1,2,1,52753
1252232,2,23,2,35,1,1,2,2,86394
1252212,2,23,2,35,1,1,2,2,155728
1252228,2,27,2,35,1,1,1,1,61255
1249983,2,26,2,35,1,1,2,2,119551
1249986,1,24,2,35,1,1,1,1,85724
1249987,1,23,2,35,1,1,2,2,52764
1249988,1,22,2,35,1,1,2,2,2
1249992,1,22,2,35,1,1,2,1,222351
1249993,2,32,2,35,1,1,2,2,44361
1249994,1,23,2,35,1,1,2,2,94146
1249995,2,25,2,35,1,1,2,2,132653
1249996,1,27,2,35,1,1,2,2,96884
1249997,1,23,2,35,1,1,2,2,372837
1249999,2,26,2,35,1,1,1,1,42215
1252222,1,27,2,35,1,1,2,2,89122
1252222,1,24,2,35,1,1,2,2,55366
1252225,1,22,2,35,1,1,1,1,2
1252227,2,27,2,35,1,1,2,2,43792
1252229,1,24,2,35,1,1,1,1,34283
1249982,1,27,2,35,1,1,2,2,2
1252233,2,29,2,35,1,1,2,2,35786
1252236,2,25,2,35,1,1,2,2,89275
1252261,1,22,2,35,1,1,2,2,225312
1252263,1,27,2,35,1,1,1,1,56711
1252264,1,22,2,35,1,1,2,2,56582
1252268,1,52,2,35,1,1,2,2,92115
1252269,1,24,2,35,1,1,2,2,75584
1252272,2,23,2,35,1,1,2,2,121682
1252271,1,25,2,35,1,1,2,2,42825
1252272,2,28,2,35,1,1,2,2,56944
1252273,2,53,2,35,1,1,1,1,2
1252275,1,25,2,35,1,1,2,2,53281
1252276,1,26,2,35,1,1,2,2,162897
1252277,1,23,2,35,1,1,1,1,18623
1252279,2,65,2,35,1,1,1,1,112618
1252282,2,59,2,35,1,1,2,2,2
1252281,1,23,2,35,1,1,2,2,99162
1252262,2,24,2,35,1,1,2,2,38846
1252234,2,23,2,35,1,1,2,1,52838
1252259,2,26,2,35,1,1,2,2,78727
1252256,2,23,2,35,1,1,2,2,128612
1252237,1,22,2,35,1,1,1,1,79255
1252239,2,28,2,35,1,1,1,1,2
1252241,1,31,2,35,1,1,2,1,212729
1252242,1,23,2,35,1,1,1,1,68654
1252243,2,28,2,35,1,1,2,2,62698
1252244,2,23,2,35,1,1,2,2,65242
1252247,2,25,2,35,1,1,1,1,34376
1252248,1,25,2,35,1,1,2,2,75672
1252249,2,24,2,35,1,1,2,2,56944
1252252,1,23,2,35,1,1,2,2,63852
1252251,2,27,2,35,1,1,1,1,136842
1252252,1,23,2,35,1,1,2,2,52823
1252253,2,43,2,35,1,1,2,1,51292
1252254,2,23,2,35,1,1,2,2,2
1252255,2,28,2,35,1,1,2,2,2
1252257,1,22,2,35,1,1,1,1,32494
1249981,1,24,2,35,1,1,2,1,87745
1249982,1,23,2,35,1,1,2,1,136162
1249979,2,26,2,35,1,1,2,2,124692
1249899,2,25,2,34,99,1,1,1,2
1249921,1,23,2,35,1,1,2,2,139825
1249922,2,23,2,35,1,1,2,2,51827
1249923,2,28,2,35,1,1,2,2,82932
1249924,2,49,2,35,1,1,2,2,86335
1249925,2,22,2,35,1,1,1,1,183269
1249927,2,22,2,35,1,1,1,1,2
1249929,2,33,2,35,1,1,1,1,198628
1249912,2,24,2,35,1,1,1,1,77482
1249915,1,56,2,35,1,1,2,2,47271
1249917,1,24,2,35,1,1,1,1,93492
1249919,2,23,2,35,1,1,2,2,122837
1249921,1,23,2,35,1,1,2,2,64927
1249922,2,32,2,35,1,1,2,2,169537
1249923,1,24,2,35,1,1,1,1,71963
1249898,1,23,2,35,1,1,2,2,95492
1249924,1,24,2,35,1,1,2,1,68654
1249897,1,31,2,35,1,1,2,2,44549
1249895,1,61,2,35,1,1,2,2,182425
1249867,1,23,2,35,1,1,2,2,174483
1249868,2,22,2,35,1,1,1,1,2
1249872,2,29,2,35,1,1,1,1,581287
1249871,1,23,2,35,1,1,2,2,117482
1249873,2,25,2,35,1,1,1,1,119822
1249878,2,25,2,35,1,1,2,2,137247
1249879,1,33,2,35,1,1,2,2,87144
1249882,1,23,2,35,1,1,2,2,124298
1249881,2,32,2,35,1,1,2,2,123254
1249882,1,28,2,35,1,1,2,2,89433
1249883,2,23,2,35,1,1,2,1,71272
1249884,1,22,2,35,1,1,1,1,2
1249888,1,22,2,35,1,1,1,1,2
1249892,1,22,2,35,1,1,1,1,2
1249892,1,24,2,35,1,1,2,2,92788
1249896,2,32,2,35,1,1,2,2,68761
1249925,2,24,2,35,1,1,2,2,54465
1249926,1,28,2,35,1,1,2,2,125386
1249927,1,31,2,35,1,1,1,1,2
1249955,1,22,2,35,1,1,2,2,152779
1249957,1,25,2,35,1,1,1,1,118986
1249958,2,26,2,35,1,1,2,2,69123
1249959,2,27,2,35,1,1,2,2,232227
1249962,1,26,2,35,1,1,2,2,229422
1249961,2,22,2,35,1,1,1,1,114635
1249963,2,24,2,35,1,1,1,1,28563
1249966,2,26,2,35,1,1,2,2,128361
1249967,1,24,2,35,1,1,1,1,132588
1249968,2,26,2,35,1,1,2,2,42277
1249969,1,55,2,35,1,1,2,2,2
1249972,1,34,2,35,1,1,2,1,62852
1249974,1,27,2,35,1,1,2,2,93138
1249976,1,23,2,35,1,1,2,2,124781
1249978,2,27,2,35,1,1,2,2,51466
1249954,1,23,2,35,1,1,1,1,121195
1249953,2,45,2,35,1,1,1,1,72366
1249952,1,26,2,35,1,1,1,1,86752
1249951,1,23,2,35,1,1,2,2,117586
1249928,1,32,2,35,1,1,2,2,71639
1249929,2,24,2,35,1,1,2,2,85466
1249932,2,23,2,35,1,1,1,1,2
1249931,1,22,2,35,1,1,2,2,85629
1249933,1,41,2,35,1,1,1,1,42637
1249936,2,28,2,35,1,1,1,1,37227
1249937,2,22,2,35,1,1,1,1,133616
1249659,1,32,2,35,1,1,2,1,61522
1249939,2,26,2,35,1,1,1,1,246999
1249943,1,23,2,35,1,1,1,2,2
1249944,2,28,2,35,1,1,2,2,52254
1249945,1,44,2,35,1,1,2,2,61292
1249946,1,41,2,35,1,1,2,2,2
1249947,1,24,2,35,1,1,2,2,62223
1249949,2,25,2,35,1,1,2,2,133198
1249952,1,23,2,35,1,1,2,2,89592
1249941,1,22,2,35,1,1,2,2,83872
1249658,1,23,2,35,1,1,1,1,98586
1249656,1,33,2,35,1,1,1,1,75139
1249655,1,24,2,35,1,1,1,1,126374
1249422,1,23,2,35,1,1,2,2,61291
1249421,1,26,2,35,1,1,2,2,2
1249422,1,26,2,35,1,1,1,1,2
1249423,2,22,2,35,1,1,1,1,2
1249426,2,2,2,2,2,2,2,2,2
1249427,1,23,2,35,1,1,2,2,44236
1249428,2,22,2,35,1,1,2,2,52162
1249412,1,23,2,35,1,1,1,1,152962
1249411,2,23,2,35,1,1,2,2,59218
1249412,1,23,2,35,1,1,2,2,122631
1249413,1,22,2,35,1,1,2,1,89426
1249415,1,23,2,35,1,1,2,2,52484
1249416,1,22,2,35,1,1,1,2,61517
1249418,2,23,2,35,1,1,2,2,138548
1249419,1,23,2,35,1,1,1,1,144577
1249398,1,23,2,35,1,1,2,2,94282
1249421,1,32,2,35,1,1,2,2,2
1249397,1,35,2,35,1,1,2,1,62854
1249395,1,23,2,35,1,1,2,2,49899
1249372,2,25,2,35,1,1,2,2,321981
1249372,2,22,2,35,1,1,2,2,93628
1249376,2,23,2,35,1,1,2,2,34933
1249377,1,26,2,35,1,1,2,2,87937
1249378,2,24,2,35,1,1,2,2,59235
1249379,1,22,2,35,1,1,2,1,83519
1249381,2,23,2,35,1,1,1,1,142298
1249384,1,28,2,35,1,1,2,2,59217
1249385,1,22,2,35,1,1,2,2,67684
1249387,2,24,2,35,1,1,2,2,112225
1249388,1,25,2,35,1,1,2,2,77247
1249389,2,34,2,35,1,1,2,2,78853
1249392,1,22,2,35,1,1,1,1,2
1249392,1,23,2,35,1,1,2,2,35241
1249393,1,22,2,35,1,1,2,2,63544
1249396,1,26,2,35,1,1,2,2,51627
1249369,2,24,2,35,1,1,2,2,2
1249422,1,26,2,35,1,1,2,2,185584
1249424,1,27,2,35,1,1,1,1,2
1249453,1,22,2,35,1,1,2,1,2
1249455,2,22,2,35,1,1,2,1,122653
1249457,2,31,2,35,1,1,1,1,2
1249458,2,24,2,35,1,1,2,2,55964
1249459,2,23,2,35,1,1,2,2,65863
1249462,1,22,2,35,1,1,1,1,2
1249462,2,41,2,35,1,1,2,2,91857
1249464,2,27,2,35,1,1,2,2,87564
1249465,2,32,2,35,1,1,2,2,64264
1249468,1,23,2,35,1,1,2,2,182533
1249469,1,34,2,35,1,1,2,2,2
1249472,1,27,2,35,1,1,2,2,539752
1249471,1,22,2,35,1,1,2,1,166134
1249472,2,42,2,35,1,1,2,2,2
1249473,1,29,2,35,1,1,1,2,93527
1249452,2,53,2,35,1,1,2,2,89946
1249423,1,23,2,35,1,1,2,1,78377
1249451,1,26,2,35,1,1,2,2,2
1249449,2,32,2,35,1,1,2,2,132278
1249425,1,31,2,35,1,1,2,2,71732
1249426,1,23,2,35,1,1,1,1,63992
1249427,1,25,2,35,1,1,2,2,194298
1249428,1,24,2,35,1,1,1,1,194371
1249429,1,52,2,35,1,1,2,2,2
1249432,1,22,2,35,1,1,1,1,124895
1249432,1,26,2,35,1,1,2,2,68843
1249433,1,22,2,35,1,1,1,1,2
1249435,1,24,2,35,1,1,2,2,2
1249436,2,59,2,35,1,1,2,2,2
1249442,2,22,2,35,1,1,1,1,89292
1249442,1,22,2,35,1,1,2,2,2
1249444,2,29,2,35,1,1,2,2,2
1249446,1,31,2,35,1,1,2,2,82819
1249447,1,22,2,35,1,1,2,2,41927
1249452,1,22,2,35,1,1,2,2,141252
1249368,1,23,2,35,1,1,1,1,61182
1249366,1,23,2,35,1,1,2,2,182128
1249365,2,23,2,35,1,1,2,2,92336
1249279,1,24,2,35,1,1,1,1,488798
1249282,2,23,2,35,1,1,2,2,154758
1249281,2,23,2,35,1,1,1,1,112622
1249283,2,25,2,35,1,1,2,2,189833
1249287,2,23,2,35,1,1,2,1,126799
1249288,1,23,2,35,1,1,1,1,35828
1249292,2,22,2,35,1,1,1,2,66327
1249292,1,23,2,35,1,1,2,2,62189
1249293,2,22,2,35,1,1,1,1,85576
1249295,1,22,2,35,1,1,1,1,92667
1249296,2,23,2,35,1,1,2,2,125237
1249297,1,25,2,35,1,1,1,1,129451
1249298,1,22,2,35,1,1,2,2,2
1249321,2,23,2,35,1,1,2,2,2
1249322,1,22,2,35,1,1,2,2,96422
1249278,1,24,2,35,1,1,2,2,94392
1249324,1,23,2,35,1,1,1,1,162754
1249277,1,23,2,35,1,1,1,1,33642
1249273,2,26,2,35,1,1,2,2,86721
1249254,1,29,2,35,1,1,2,2,2
1249255,1,23,2,35,1,1,2,1,97825
1249256,1,22,2,35,1,1,2,2,65686
